"sample_id"	"reads"	"percentage of overall results"	"notes"
"JDFB_BK1_03_062625"	11780	0.002042333516877511	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK1_05_072425"	156	0.000027046182396680115	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK1_06_073025"	34875	0.006046382122334737	"sample did not have any recorded observations for any assignments"
"JDFB_BK1_08_082625"	12709	0.002203397000509023	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK1_10_082725"	3051	0.0005289609134119938	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK1_12_082825"	26135	0.0045311024162643255	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK1_14_092425"	2210	0.000383154250619635	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK1_16_092525"	10841	0.0018795363036051868	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_02_062525"	11850	0.002054469624363201	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_04_062625"	18191	0.003153827589602615	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_07_073025"	9666	0.0016758230708096794	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_09_082625"	1177	0.00020405997872366985	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_11_082725"	22813	0.003955157429586304	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_13_082825"	8418	0.0014594536116362385	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_15_092425"	5685	0.0009856253008020926	"Decontaminated read was in sample with fewer than 1 reads"
"JDFB_BK2_17_092525"	4972	0.0008620103774121381	"Decontaminated read was in sample with fewer than 1 reads"
"OAK_01_072825"	29306	0.005080868085366073	""
"OAK_02_072825"	29200	0.005062490551173458	""
"OAK_03_072825"	35262	0.006113477459434194	""
"OAK_04_072825"	22697	0.003935046165752875	""
"OAK_05_072825"	57485	0.009966344840212542	""
"OAK_05_072825"	4	6.934918563251312e-7	"sample did not have any recorded observations for any assignments"
"OAK_06_072825"	39674	0.0068783989769608134	""
"OAK_06_072825"	4	6.934918563251312e-7	"sample did not have any recorded observations for any assignments"
"OAK_07_072825"	32568	0.005646410694199218	""
"OAK_08_072825"	51041	0.008849129459672755	""
"OAK_BK1_01_072825"	2	3.467459281625656e-7	"Decontaminated read was in sample with fewer than 1 reads"
"OAK_BK2_02_072825"	36868	0.006391914439748734	"Decontaminated read was in sample with fewer than 1 reads"
"PBN_TOW_BTM_15m_092425"	36319	0.00629673268246811	""
"PBN_TOW_BTM_15m_092425"	3	5.201188922438483e-7	"sample did not have any recorded observations for any assignments"
"PBN_TOW_BTM_3m_092425"	32207	0.005583823054165875	""
"PBN_TOW_BTM_3m_092425"	2	3.467459281625656e-7	"sample did not have any recorded observations for any assignments"
"PBN_TOW_PORT_15m_092425"	46531	0.00806721739166617	""
"PBN_TOW_PORT_3m_092425"	23388	0.004054846883933042	""
"PBN_TOW_STBD_15m_092425"	15574	0.0027001105426018982	""
"PBN_TOW_STBD_3m_092425"	62823	0.010891809722478428	""
"PG_PCR_Blank_2"	59	0.000010229004880795685	"Decontaminated read was in sample with fewer than 1 reads"
"PG_ext_blank_1"	15029	0.002605622277177599	"Decontaminated read was in sample with fewer than 1 reads"
"PG_ext_blank_2"	15772	0.0027344383894899924	"Decontaminated read was in sample with fewer than 1 reads"
"PTBAY_TOW_BTM_8m_092225"	47763	0.00828081288341431	""
"PTBAY_TOW_BTM_8m_092225"	9	1.5603566767315452e-6	"sample did not have any recorded observations for any assignments"
"PTBAY_TOW_PORT_8m_092225"	46130	0.007997694833069575	""
"PTBAY_TOW_PORT_8m_092225"	2	3.467459281625656e-7	"sample did not have any recorded observations for any assignments"
"PTBAY_TOW_STBD_8m_092225"	28756	0.004985512955121368	""
"PTBAY_TOW_STBD_8m_092225"	6	1.0402377844876966e-6	"sample did not have any recorded observations for any assignments"
"SJI_01_072125"	73190	0.012689167241109087	""
"SJI_02_072125"	59947	0.01039318907778066	""
"SJI_03_072125"	55094	0.009551810083094194	""
"SJI_04_072125"	59577	0.010329041081070585	""
"SJI_04_072125"	3	5.201188922438483e-7	"sample did not have any recorded observations for any assignments"
"SJI_05_072125"	21512	0.0037295992033165555	""
"SJI_06_072125"	55570	0.009634335613996885	""
"SJI_07_072125"	3732	0.0006470279019513474	""
"SJI_08_072125"	47567	0.008246831782454379	""
"SJI_BK1_01_072125"	2352	0.0004077732115191771	"Decontaminated read was in sample with fewer than 1 reads"
"SJI_BK2_02_072125"	14052	0.0024362368912701857	"Decontaminated read was in sample with fewer than 1 reads"
"SQU_01_072925"	72764	0.01261531035841046	""
"SQU_01_072925"	2	3.467459281625656e-7	"sample did not have any recorded observations for any assignments"
"SQU_02_072925"	60572	0.010501547180331462	""
"SQU_03_072925"	56007	0.009710099599300406	""
"SQU_04_072925"	60439	0.010478488576108651	""
"SQU_04_072925"	3	5.201188922438483e-7	"sample did not have any recorded observations for any assignments"
"SQU_05_072925"	73560	0.012753315237819161	""
"SQU_05_072925"	8	1.3869837126502623e-6	"sample did not have any recorded observations for any assignments"
"SQU_06_072925"	53671	0.00930510035520653	""
"SQU_07_072925"	38367	0.006651800512906577	""
"SQU_07_072925"	3	5.201188922438483e-7	"sample did not have any recorded observations for any assignments"
"SQU_08_072925"	52098	0.009032384682706672	""
"SQU_BK1_01_072925"	7701	0.0013351451963899588	"Decontaminated read was in sample with fewer than 1 reads"
"SQU_BK2_02_072925"	18282	0.003169604529334012	"Decontaminated read was in sample with fewer than 1 reads"
