taxonomic_path	sample_id	reason	reads
Plantae;Chlorophyta;NA;NA;Pycnococcaceae	JDFB_BK1_10_082725	Decontaminated read was in sample with fewer than 1 reads	6936
Plantae;Chlorophyta	JDFB_BK1_10_082725	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Arthropoda;Maxillopoda;Calanoida;Paracalanidae;Paracalanus;Paracalanus sp. C AC-2013	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	6
Animalia;Arthropoda;Arachnida;Trombidiformes;Demodicidae;Demodex;Demodex brevis	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	16
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	124
Plantae;Chlorophyta	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;NA;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis globosa	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	23
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;Membranipora membranacea	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	2
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	427
Eukaryota	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	8314
Chromista;NA;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	3
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora	JDFB_BK1_12_082825	Decontaminated read was in sample with fewer than 1 reads	66
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina;Taphrina wiesneri	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	2616
Eukaryota	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	712
Fungi;Ascomycota;Leotiomycetes;Helotiales	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	103
Fungi;Ascomycota;Leotiomycetes;Helotiales;Chaetomellaceae;Synchaetomella;Synchaetomella acerina	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	11
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	14
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Rhynchosporium	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	1116
Chromista;NA;Dinophyceae	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	16
Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium bruhnei	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;NA;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium	JDFB_BK1_14_092425	Decontaminated read was in sample with fewer than 1 reads	6
Animalia;Nemertea;Palaeonemertea;NA;Tubulanidae;Carinina;Carinina sp. chocolate	JDFB_BK1_16_092525	Taxon had fewer than 5 total project-wide reads	3
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	78
Chromista;NA;Synurophyceae;Ochromonadales;Ochromonadaceae;Poterioochromonas;Poterioochromonas malhamensis	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	21
Animalia;Arthropoda	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Chordata	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	9
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium cf. depressum	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	3
Animalia;Arthropoda;Maxillopoda;Calanoida;Paracalanidae;Paracalanus;Paracalanus sp. C AC-2013	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	14
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	104
Animalia;Arthropoda;Diplopoda;Julida;Julidae;Cylindroiulus;Cylindroiulus caeruleocinctus	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	310
Eukaryota	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	242
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	13
Animalia;Rotifera;Monogononta;Ploima	JDFB_BK1_16_092525	Decontaminated read was in sample with fewer than 1 reads	2
Eukaryota	JDFB_BK2_02_062525	Decontaminated read was in sample with fewer than 1 reads	101
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus newmani	JDFB_BK2_04_062625	Decontaminated read was in sample with fewer than 1 reads	742
Eukaryota	JDFB_BK2_04_062625	Decontaminated read was in sample with fewer than 1 reads	2027
Animalia;Chordata;Mammalia;NA;Suidae;Sus	JDFB_BK2_04_062625	Decontaminated read was in sample with fewer than 1 reads	247
Animalia;Chordata;Mammalia;NA;Suidae;Sus;Sus scrofa	JDFB_BK2_04_062625	Decontaminated read was in sample with fewer than 1 reads	2022
Chromista;NA;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium cf. depressum	JDFB_BK2_04_062625	Decontaminated read was in sample with fewer than 1 reads	2
Animalia;Chordata;Mammalia;NA;Suidae	JDFB_BK2_04_062625	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;Dinophyceae	JDFB_BK2_07_073025	Decontaminated read was in sample with fewer than 1 reads	32
Eukaryota	JDFB_BK2_07_073025	Decontaminated read was in sample with fewer than 1 reads	53
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira nordenskioeldii	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	1951
Chromista;Bacillariophyta	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	12
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	65
Chromista;NA;Oomycetes;Peronosporales;NA;Phytophthora	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	6
Chromista;NA;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	15
Animalia;Cnidaria;Hydrozoa;Siphonophorae	JDFB_BK2_09_082625	Taxon had fewer than 5 total project-wide reads	2
Eukaryota	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	6301
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	58
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	4177
Protozoa;NA;NA;NA;Vannellidae;Ripella;Ripella tribonemae	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	46
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	37
Protozoa;NA;NA;NA;Vannellidae;Ripella	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	35
Chromista;NA;Oomycetes;Peronosporales	JDFB_BK2_09_082625	Taxon had fewer than 5 total project-wide reads	3
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	JDFB_BK2_09_082625	Decontaminated read was in sample with fewer than 1 reads	79
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	2012
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	86
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira nordenskioeldii	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	2218
Chromista;NA;NA;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	41
Chromista;NA;Dictyochophyceae;Florenciellales;NA;Pseudochattonella;Pseudochattonella farcimen	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	258
Animalia;Mollusca;Bivalvia	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	3
Animalia;Arthropoda;Arachnida;Araneae;Lycosidae;Hogna;Hogna radiata	JDFB_BK2_11_082725	Taxon had fewer than 5 total project-wide reads	2
Chromista;NA;Dinophyceae	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;NA;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	4
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	189
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;Membranipora membranacea	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	24
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	47
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	383
Chromista;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia delicatissima	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	58
Chromista;Bacillariophyta;Fragilariophyceae;Thalassionemales;Thalassionemataceae;Thalassionema;Thalassionema nitzschioides	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	280
Animalia;Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona chilensis	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	3
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	5
Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolus;Modiolus modiolus	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	2
Plantae;Chlorophyta;NA;NA;Pycnococcaceae	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	28
Eukaryota	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	25
Animalia;Cnidaria;Hydrozoa	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;Bacillariophyta	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	15
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	21
Chromista;Bacillariophyta;Fragilariophyceae	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;Dictyochophyceae;Florenciellales;NA;Pseudochattonella	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	18
Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	44
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Attheyaceae;Attheya;Attheya longicornis	JDFB_BK2_11_082725	Decontaminated read was in sample with fewer than 1 reads	5
Animalia;Arthropoda;Maxillopoda	JDFB_BK2_11_082725	Taxon had fewer than 5 total project-wide reads	2
Animalia;Chordata;Aves;Trochiliformes;Trochilidae;Lophornis	JDFB_BK2_13_082825	Taxon had fewer than 5 total project-wide reads	3
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus moultoni	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	1117
Animalia;Arthropoda;Maxillopoda;Calanoida;Clausocalanidae;Pseudocalanus	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	47
Chromista;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	10
Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;Membranipora membranacea	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	3626
Chromista;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Ditylum;Ditylum brightwellii	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	94
Animalia;Arthropoda	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	24
Animalia;Chordata;Actinopteri;Gobiiformes;Gobiidae;Ponticola	JDFB_BK2_13_082825	Taxon had fewer than 5 total project-wide reads	2
Eukaryota	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	252
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula taiwanensis	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	225
Animalia;Bryozoa	JDFB_BK2_13_082825	Decontaminated read was in sample with fewer than 1 reads	4
Animalia;Cnidaria;Hydrozoa;Leptothecata	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	11
Fungi;Ascomycota;Eurotiomycetes;Eurotiales	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	5
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula taiwanensis	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	19083
Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	5
Eukaryota	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	557
Animalia;Cnidaria;Hydrozoa	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	8
Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Muggiaea;Muggiaea atlantica	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	20
Fungi;Ascomycota;Dothideomycetes;Pleosporales	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	106
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	JDFB_BK2_15_092425	Decontaminated read was in sample with fewer than 1 reads	1413
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema	JDFB_BK2_17_092525	Decontaminated read was in sample with fewer than 1 reads	26
Plantae;Chlorophyta	JDFB_BK2_17_092525	Decontaminated read was in sample with fewer than 1 reads	2
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium verrucosum	JDFB_BK2_17_092525	Decontaminated read was in sample with fewer than 1 reads	2
Chromista;NA;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo	JDFB_BK2_17_092525	Decontaminated read was in sample with fewer than 1 reads	2
Protozoa;NA;NA;NA;Paramoebidae	JDFB_BK2_17_092525	Decontaminated read was in sample with fewer than 1 reads	4
Chromista;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus	JDFB_BK2_17_092525	Decontaminated read was in sample with fewer than 1 reads	654
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium johnsoniae	JDFB_BK2_17_092525	Taxon had fewer than 5 total project-wide reads	2
Animalia;Arthropoda;Malacostraca;Amphipoda;Niphargidae;Niphargus	JDFB_BK2_17_092525	Taxon had fewer than 5 total project-wide reads	2
